line_text,speaker
"You left us no choice, but, this should put a smile on your face. How would you like to be captain of the Dunder-Mifflin team? Although I reserve the right to overrule you.",Andy
What? No!,Oscar
I've got a quota to hit. I don't care how I hit it.,Andy
And you guys thought this was a good idea?,Oscar
I thought it was a fun idea.,Jim
"There were times on the two and a half hour drive when I experienced doubt. That's the thing about long drives, you know, you're always going to- this is a gay bar.",Darryl
"Wait, what? Everyone in here is gay?",Andy
Yes! It's a gay bar! So you guys want to go home now?,Oscar
No. Nah.,All
What does this say about you? That you followed me here? That you think you're going to win your sales quota? At a gay bar's trivia night? [laughs],Oscar
It says that I believe that my staff's intelligence and that I'm willing to try anything. [Oscar???s friend walks up] Not anything.,Andy
Good luck.,Oscar
"Uh, all right. We need to divide up into teams, but it's winner-take-all so no need to divide evenly. We need an A-team, a backup team and a just-have-fun team. So you guys all know yourselves.",Andy
Good-timers follow me.,Meredith
Backups. [Jim goes to join the backups],Phyllis
"Go on, kid. You know you don't belong here.",Stanley
A-team.,Andy
Okay.,Jim
"All right, everybody. Nice self-awareness. Except... [looks at Kevin, who has joined the A-team]",Andy
Okay. [leaves],Kevin
There's a table over here.,Jim
"All right, first question everyone: Ray Charles famously had this state on his mind. What is its capital?",Host
"Oh, we got this!",Andy
Let's reverse engineer this. You're a black singer. Where do you go? Somewhere where you're a novelty. Alaska?,Creed
Atlanta.,Stanley
"Oh I know you think that, because that's where the Olympics were held.",Phyllis
My cousins were actually at those Olympics.,Cathy
Keep talking all you want.,Stanley
"How am I supposed to know what was on his mind? Ooh, what do blind people think about?",Kevin
"Okay, dogs, canes, signs, manholes, stairs, piano, darkness.",Erin
"Okay, time's up. Let's get the boards up. 'Atlanta, Georgia' is the correct answer. [Kevin holds up ???What is...SEE-attle???]",Host
"Hey man, uh, look. Unfortunately, Bill had to go fight a fire, so your appointment got-",Gabe
[sniffs] There's no fires within eight miles of here.,Dwight
"Well, it's nine miles away. I'm going to be meeting with you on his behalf.",Gabe
"What? No, no. Excuse me! Lady! Get anyone from the COO's office on the phone this instant!",Dwight
This must be very frustrating.,Receptionist
I can see you in the jungle now.,Gabe
"Okay, now, you're not an all-star of the NBA, but you did get your game on when you won the NBA's Sixth Man of the Year award in 2011. Who are you?",Host
"Jim, Darryl. Your time to shine.",Andy
Shawn Marion.,Jim
"Yes, Shawn Marion.",Darryl
"That doesn't sound right. I want to say, LaDameon Washington.",Ryan
"Wrong, for so many reasons.",Jim
"Well, I know Elizabeth Taylor's sixth man was Richard Burton. Is that helpful?",Phyllis
That's it. I'm going to go watch the boats on the river.,Stanley
"Ron Artest, Kelly.",Kevin
"No, it's Lamar Odom. If it'd been Ron Artest, it would have come up in Dancing with the Stars, when they pan over his trophy case when he's at home with his family. Lamar winning Sixth Man was a big storyline on Chloe and Lamar.",Kelly
"All right, boards up. Let's see who got it. 'Lamar Odom' is what we were looking for. 'Lamar Odom' Thank you. [scattered cheers]",Host
"Oh my God. Lamar Odom, yes.",Jim
Nicely done!,Kevin
"You're my sports guys! You're ESPN, you're ESPN Classic, Ryan is MSNBC. I'm E!, TLC and Oxygen.",Andy
"Chill, man. This plan is airtight.",Darryl
"So it's a very simple argument of why I should be put in charge of southeast printer sales. Nobody has sold more printers in the northeast than me. Bottom line, I know the product. I get it!",Dwight
"Well, you got my vote.",Receptionist
Oh my God.,Dwight
I know.,Gabe
"Most of all, I believe that character is destiny. And my character is one that- wait why are you smiling?",Dwight
What?,Gabe
What's with the smile?,Dwight
"You're doing great. You know, so good.",Gabe
"And my character is one that will never give up until greatness is on the horizon, behind us.",Dwight
"Dwight, that was a fantastic presentation. Put your hand on my hand. Flush! [Gabe makes a flushing motion, Dwight twists Gabe's arm] Ow!",Gabe
Take me to Robert.,Dwight
Ow! He went home.,Gabe
Take me to his house.,Dwight
"Uh, it's a condo and it's long-term business housing.",Gabe
You know where it is. Lead me there.,Dwight
"Ow! Ow! Stephanie, help!",Gabe
"Listen, you're a perfectly fine toilet. I'm just an extraordinary piece of crap. Let's go.",Dwight
"Excuse me, sir, on the Dunder-Mifflin A-team? Excuse me, sir?",Host
Yeah?,Ryan
"I'm sure you're just checking your Grindr account... [laughter] but you can't check smart phones during trivia, it's against the rules.",Host
"Okay, I'm turning it off.",Ryan
"Okay, you're not turning it off.",Host
I won't look at it.,Ryan
Sir?,Host
I can't- I can't not touch it.,Ryan
"Okay, then we're going to have to take it away. [employee takes the phone] Thank you.",Host
"Look, I can't, I can't not have my phone. I'm sorry. I want to be with my phone. [leaves]",Ryan
"All right, guys. After nine rounds, let's check the scores. In first place, with nine points, it's Aesop's Foibles. [Oscar's team touches fingers] The Queerenstein Bears have seven points. [a team of hairy men growl] Dunder-Mifflin A-Team has four points.",Host
[claps] All right.,Jim
D.M. Backup Team has three points. The Einsteins have eight points. [the 'just-for-fun??? Dunder-Mifflin team cheers] Ladies Gaga have five points. [more cheering],Host
"So the best chance of hitting our mark is now in the hands, and brains, of Kevin, Meredith, Erin and Kelly. Do I like these odds? My answer is no.",Andy
Which one is it?,Dwight
I don't know. All I know is the building.,Gabe
Robert! Robert California! Robert!,Dwight
Dwight! How nice of Gabe to show you where I live. Come around. 102.,Robert
"All right guys, time's up. Who was the relatively unknown patent clerk who discovered that energy equals mass times the speed of light squared? Looks like everyone gets a point for Albert Einstein. Oh wait. Except for the Einsteins. That's all right. Which means the top three teams are going to finish it off in the speed round. So let's get everyone some bells. In third place we have the Einsteins.",Host
Oh yeah!,Kevin
What! [cheers],Kelly
"In second place, we have the Queerenstein Bears.",Host
Whoo! Let's go!,Queerenstein Bears
"And, in first place, is Aesop's Foibles.",Host
Whoo!,Oscar's friend
"Yeah, we're going to get clobbered.",Darryl
Ring it in when you know it. First question: This man had a fatwa declared on him when- [Erin rings bell] Einsteins?,Host
What?,Meredith
What is it?,Erin
What?,Meredith
"I did my part, babe. I'm just the bell girl. [Oscar rings bell]",Erin
Aesop's?,Host
Salman Rushdie.,Oscar
"Salman Rushdie is correct. [applause] Heading out to sea, sailors. On a square-rigged ship, the sale set furthest forward is called what? [Erin rings bell]",Host
"Princess Ding-Dong, do not hit that bell unless-",Meredith
Flying jib.,Erin
Flying jib is correct for the Einsteins. [cheers and applause],Host
"Shalom. [sighs] Give us just a minute. Stu and I are just finishing up our lesson. Trust me. One nine-minute bout is a cardiovascular equivalent of running uphill for three hours. [grunt] I could go to the gym three times a week or I can wrestle Stu once a month. [slaps the mat, they wrestle]",Robert
Grab my knee!,Stu
Yay Robert!,Gabe
"Guys, please help yourself to some drinks from the fridge.",Robert
"According to a recent survey, this is the most common learning disability among American adolescents.",Host
[rings bell] Boom! ADHD!,Oscar's friend
No. [another bell rings],Host
Wrong. The answer is dyslexia!,Meredith
That's correct for the Einsteins. [cheers and applause],Host
[dances] Whoo! Yeah!,Andy
Sir-,Host
Go Einsteins!,Andy
"Dial it back, this isn't Tail Feathers, okay? [laughter]",Host
"They haven't really improved on the Oreo, have they?",Robert
No thank you.,Dwight
"Sit down, Dwight.",Robert
"Let me tell you why I should be the next manager with a riddle: A manager, a salesman, a leader and a warrior walk into a restaurant. The hostess says, 'table for one?' How is this possible?",Dwight
You were dining alone? All those people are you?,Robert
"Yes, exactly. Riddle number two: Who is going-",Dwight
"Ah-ah-ah- your drive, your ambition. It would be wasted on a manager's job. And Florida, you don't want to live here. Even I don't want to live here. That's why I'm always at my place in Scranton. Florida is America's basement: It's wet, it's filled with mold, strange insects, alligators. Alligators are dinosaurs, Dwight. You know that, right?",Robert
N... it's complicated.,Dwight
"[holds a medal to the light] This medal was my grandfather's. He received it for acts of courage. For excellence. It's a tribute one man gives another. I could give you a job, Dwight. Why not let me give you something even better? [holds out medal]",Robert
"It's a job interview, not a flea market.",Dwight
"Dwight, the job is not right for you. Now, when something comes along that is right for you, I'll try you out. Now get the hell out of my place.",Robert
Yes.,Dwight
Final round. Last two teams squaring off. I hope you're ready to play doctor. Our question is about health and the human body.,Host
"Oh, come on!",Andy
The standard American analog scale has a maximum capacity of what weight? [bell rings],Host
Three hundred pounds!,Kevin
"Point for the Einsteins. [applause] Here's your final question. Cinephiles, put on your memory berets: This 2001 masterpiece from Gilles Paquet-Brenner explores the intricate dynamics of a family in disarray.",Host
"[rings bell, answers in French] Le titre du film est Le Scaphandre et le Papillon.",Oscar
Yes!,Oscar's friend
"I'm sorry, no. Over to the Einsteins.",Host
[rings bell] Les Jolies Choses.,Kevin
Are you sure?,Meredith
Marie Cotillard exposes herself a number of times in that film.,Kevin
The Einsteins win it! [applause],Host
No! Come on!,Oscar
"Look, I know it's easy to say tonight was just a fluke, and maybe it was, but here's a piece of trivia: a fluke is one of the most common fish in the sea. So if you go fishing for a fluke, chances are, you just might catch one.",Kevin
Welcome to the Stonewall Alliance Trivia Championships! First prize is forty-five hundred dollars!,Stonewall Host
"Let's just do our thing, collect our hardware and get the hell home.",Kevin
Riboflavin.,Stonewall Host
[holds up 'Robitussin'] Riboflavin?,Kevin
Michigan. [Kevin holds up 'A Mitten'] The President of the United States is 'P.O.T.U.S.' [Kevin holds up 'P.O.T.A.T.O.???] John Steinbeck wrote The Grapes of Wrath. [Kevin holds up 'The California Raisins'],Stonewall Host
"Cause it's like, really...",Kelly
Einsteins! Great work.,Andy
Thank you.,Kevin
"You know what I thought would be fun? Is we do like uh, a switch-em-up maybe? Since only one of us needs to win, maybe I can get Kevin and Kelly and put together an all-star team?",Andy
"Whoa, whoa, whoa, whoa, whoa, whoa! Andy, there is no switching teams.",Oscar
"Andy, we're fine. We don't wanna switch. We're already like, the perfect unit.",Kevin
"Alright. Well just stay focused, try to concentrate.",Andy
